#kgID	geneSymbol
uc033htt.1	P2ry12
uc008pir.2	P2ry12
uc008piu.2	Igsf10
uc057lft.1	Igsf10
uc056zsp.3	AK046664
uc008pjn.2	Dhx36
uc008pjo.1	Gpr149
uc033htw.1	Plch1
uc033htx.1	Plch1
uc033hty.1	Plch1
uc012cqc.2	Plch1
uc008pjv.2	Plch1
uc008pju.2	Plch1
uc008pjt.1	Plch1
uc008pka.1	BC048720
uc008pkb.1	E130311K13Rik
uc033htz.2	Slc33a1
uc008pkd.3	Slc33a1
uc009vcj.1	Vmn2r2
uc009vck.1	Vmn2r3
uc009vcl.1	Vmn2r4
uc009vcm.1	Vmn2r5
uc009vcn.1	Vmn2r6
uc008pkg.2	Vmn2r-ps11
uc009vco.1	Vmn2r7
uc008pkh.2	Vmn2r7
uc008pkk.2	A330015K06Rik
uc008pkm.1	A730090N16Rik
uc008pkn.1	Ssr3
uc008pko.1	Ssr3
uc012cqe.2	4931440P22Rik
uc008pkq.2	4931440P22Rik
uc008pkp.1	AK161073
uc008pkt.1	AK144610
uc008pku.1	Ccnl1
uc008pkv.1	Ccnl1
uc008pkw.1	Ccnl1
uc008pkx.1	Ccnl1
uc008pkz.3	Veph1
uc008pky.3	Veph1
uc008plb.2	Veph1
uc056zss.1	Shox2
uc008pld.2	Shox2
uc008plc.2	Shox2
uc008ple.2	Shox2
uc008pln.1	Lxn
uc008plo.2	Rarres1
uc057bpy.1	AK033123
uc033hub.1	Ift80
uc033huc.1	Ift80
uc033hud.1	Ift80
uc008plw.2	Ift80
uc057bpz.1	AK135399
uc008pmd.2	Trim59
uc033hue.1	Trim59
uc008pme.1	Kpna4
uc008pmj.2	B3galnt1
uc033huf.1	B3galnt1
uc033hug.2	Sptssb
uc008pmn.4	Sptssb
uc033huh.1	Sptssb
uc008pmp.1	Gm6634
uc008pmq.1	Sis
uc012cqn.1	Sis
uc008pmr.1	AK131876
uc008pms.1	Slitrk3
uc033hui.1	Slitrk3
uc008pmt.1	Slitrk3
uc029umn.1	4930509J09Rik
uc008pmw.1	Bche
uc008pmv.1	Bche
uc008pmx.1	Bche
uc029ump.1	Gm20356
uc008pmy.2	Zbbx
uc008pmz.2	Zbbx
uc008pna.2	Serpini2
uc008pnb.1	AK042714
uc008pnc.2	Pdcd10
uc029umq.1	Platr10
uc008png.2	Golim4
uc008pnf.2	Golim4
uc008pnh.2	Golim4
uc008pni.2	Golim4
uc008pnk.1	AK205332
uc008pnl.2	Rapgef2
uc008pnm.2	Rapgef2
uc008pnn.1	Rapgef2
uc012cqp.1	Fnip2
uc008pno.2	Fnip2
uc008pnq.2	Etfdh
uc008pnr.2	Etfdh
uc008pns.2	Etfdh
uc008pnt.2	Etfdh
uc008pnv.1	Rxfp1
uc057bqb.1	AK045269
uc008pnx.1	Tmem144
uc008pnw.1	Tmem144
uc008poa.1	Gria2
uc008pob.1	Gria2
uc008pod.1	Gria2
uc008poc.1	Gria2
uc008pnz.1	Gria2
uc008poe.1	Gria2
uc008pof.1	Gria2
uc056zsx.1	AK082439
uc008pog.2	Glrb
uc008poh.2	Glrb
uc012cqq.2	Glrb
uc012cqr.1	Glrb
uc012cqs.1	Glrb
uc008poo.2	Tdo2
uc008pos.2	Gucy1b1
uc008por.2	Gucy1b1
uc008pou.2	Gucy1a1
uc033huj.1	Mir7010
uc008pov.2	Gucy1a1
uc029umv.1	Npy2r
uc008ppa.1	Npy2r
uc033huk.1	Npy2r
uc033hul.1	Rbm46
uc057lfu.1	Rbm46
uc012cqv.1	Lrat
uc008pph.2	Fgb
uc008ppk.2	1700028M03Rik
uc008ppm.1	AK137033
uc008ppn.2	Tlr2
uc033hum.1	Tlr2
uc008ppp.1	Tmem131l
uc008ppq.1	Tmem131l
uc008ppr.1	Tmem131l
uc008ppo.1	Tmem131l
uc008pps.1	Tmem131l
uc008ppt.1	Tmem131l
uc008ppu.1	Tmem131l
uc008ppv.2	Mnd1
uc008ppy.3	Trim2
uc012cqx.2	Trim2
uc008ppx.3	Trim2
uc008ppz.3	Trim2
uc033hun.1	Trim2
uc008pqa.2	Trim2
uc008pqb.2	Trim2
uc056zsy.1	AK048185
uc029umw.1	4930565D16Rik
uc008pqc.3	Fhdc1
uc008pqd.3	Fhdc1
uc008pqe.2	Arfip1
uc008pqf.2	Arfip1
uc008pqx.2	Glt28d2
uc033hup.1	Glt28d2
uc008pqg.3	Arfip1
uc012cra.1	Glt28d2
uc056zsz.1	AK139001
uc008pqm.2	Dear1
uc008pqp.1	AK086005
uc008pqq.1	AK158189
uc008pqw.2	Fam160a1
uc012cqz.1	Fam160a1
uc008pqu.2	Fam160a1
uc008pqz.1	Prss48
uc008prc.2	Rps3a1
uc012crb.1	Snord73a
uc012crc.1	Rnu73b
uc008prj.1	Mab21l2
uc008prm.3	Dclk2
uc008prn.3	Dclk2
uc008pro.3	Dclk2
uc008prp.3	Dclk2
uc008prl.3	Dclk2
uc008prr.3	Dclk2
uc008prq.3	Dclk2
uc008prk.3	Dclk2
uc012cre.2	Cd1d1
uc012crf.2	Cd1d1
uc008pru.2	Kirrel
uc008prw.2	Kirrel
uc008prx.2	Kirrel
uc008pry.1	Fcrls
uc008prz.1	Fcrls
uc008psq.1	Pear1
uc008psr.1	Pear1
uc012crk.1	Pear1
uc008pss.1	Pear1
uc008pst.1	Pear1
uc008psu.2	Pear1
uc008psp.2	Lrrc71
uc012crj.1	Pear1
uc008psv.1	Pear1
uc008psw.1	Ntrk1
uc012crl.1	Ntrk1
uc008ptb.2	Prcc
uc008pth.2	Rrnad1
uc008pti.2	Rrnad1
uc056ztc.1	BC094052
uc008pto.2	Bcan
uc008ptp.2	Bcan
uc008ptq.2	Hapln2
uc008ptu.1	Naxe
uc008ptw.1	Ttc24
uc008ptv.1	Ttc24
uc008puf.2	1700113A16Rik
uc008pue.2	1700113A16Rik
uc008pui.1	Rhbg
uc008puj.1	Tsacc
uc012crp.1	Rhbg
uc008puk.1	Tsacc
uc008pur.1	Tmem79
uc008puq.1	Tmem79
uc056zte.1	Bglap3
uc056ztf.1	Bglap3
uc056ztd.1	Bglap3
uc008puv.3	Bglap3
uc008pux.2	Bglap2
uc012cru.3	Bglap3
uc008puy.2	Bglap
uc008pva.2	Pmf1
uc008pvb.2	Pmf1
uc008pvc.3	Slc25a44
uc008pve.3	Slc25a44
uc008pvd.3	Slc25a44
uc008pvf.3	Slc25a44
uc008pvi.2	Sema4a
uc008pvh.2	Sema4a
uc012crw.1	Sema4a
uc012crv.1	Sema4a
uc008pvg.2	Sema4a
uc033huu.1	Mir7011
uc008pvj.3	Lmna
uc008pvk.3	Lmna
uc008pvl.3	Lmna
uc012cry.1	Mir1905
uc008pvn.1	Rab25
uc008pvo.1	Lamtor2
uc008pvp.1	Lamtor2
uc008pwc.1	Rxfp4
uc008pwd.1	AK078352
uc008pwk.1	Syt11
uc008pwm.1	Syt11
uc008pwl.1	Syt11
uc012csc.3	1500004A13Rik
uc008pwp.2	1500004A13Rik
uc008pwr.2	1500004A13Rik
uc008pwq.2	1500004A13Rik
uc008pws.2	1500004A13Rik
uc056zth.1	AK014401
uc008pxe.2	Msto1
uc008pxd.2	Msto1
uc008pxf.1	Msto1
uc008pxg.2	Dap3
uc008pxh.2	Dap3
uc008pxm.2	Rusc1
uc008pxn.2	Rusc1
uc008pxl.2	Rusc1
uc008pxk.2	Rusc1
uc029unc.1	Fdps
uc008pxo.2	Fdps
uc008pxr.1	Hcn3
uc008pxs.1	AK177718
uc012csi.1	Mtx1
uc008pye.2	Mtx1
uc008pyf.2	Mtx1
uc012csk.1	Mir92b
uc008pyi.2	Trim46
uc008pyk.1	Trim46
uc008pyj.1	Trim46
uc008pyn.2	Slc50a1
uc008pyp.2	Efna1
uc008pyo.2	Efna1
uc008pyq.1	Efna3
uc008pys.1	Efna4
uc008pyv.2	Adam15
uc008pyw.2	Adam15
uc008pyx.2	Adam15
uc008pyu.1	Adam15
uc008pyy.2	Dcst1
uc008pyz.1	Dcst1
uc012csl.1	Dcst1
uc008pzd.1	Zbtb7b
uc008pza.1	Zbtb7b
uc008pzc.1	Zbtb7b
uc008pzb.1	Zbtb7b
uc008pzi.1	Flad1
uc012csm.1	Lenep
uc033huw.1	Lenep
uc008pzh.2	Flad1
uc008pzj.1	Flad1
uc008pzk.1	Flad1
uc008pzl.1	Cks1b
uc008qaa.2	Chrnb2
uc008qab.2	4632404H12Rik
uc008qac.2	AK040741
uc008qaf.2	Il6ra
uc008qag.2	Il6ra
uc033huy.1	Atp8b2
uc033hux.1	Atp8b2
uc008qah.1	Atp8b2
uc008qaj.2	Hax1
uc008qak.2	Hax1
uc057bqg.1	Hax1
uc008qal.2	Ubap2l
uc008qap.2	Ubap2l
uc008qao.2	Ubap2l
uc008qas.3	Ubap2l
uc008qam.2	Ubap2l
uc008qau.2	Ubap2l
uc008qat.3	Ubap2l
uc008qav.2	Ubap2l
uc008qaq.2	Ubap2l
uc008qaw.1	Ubap2l
uc008qar.1	Ubap2l
uc008qan.2	Ubap2l
uc008qay.1	Ubap2l
uc008qax.1	Ubap2l
uc008qaz.2	Ubap2l
uc056ztm.1	Mir7669
uc012cst.1	Rps27
uc008qbl.2	Rps27
uc008qbr.2	Creb3l4
uc008qbq.2	Creb3l4
uc008qbp.2	Creb3l4
uc012csx.2	Slc27a3
uc008qcc.3	Slc27a3
uc008qcd.2	Ints3
uc008qce.2	Ints3
uc008qcf.1	Ints3
uc008qcg.1	Npr1
uc008qck.2	Snapin
uc008qcl.2	Snapin
uc008qcm.2	Snapin
uc008qcp.2	Chtop
uc008qcn.2	Chtop
uc008qcq.2	Chtop
uc008qco.2	Chtop
uc056zto.1	Chtop
uc008qcr.2	Chtop
uc008qcs.2	Chtop
uc056ztp.1	Chtop
uc008qct.1	S100a1
uc008qdf.2	S100a9
uc008qde.2	S100a9
uc008qdh.1	9130204L05Rik
uc029unh.1	DQ564077
uc008qdj.2	DQ688935
uc008qdk.1	Lor
uc033hvc.1	Lor
uc008qdn.2	Lelp1
uc033hve.1	Lelp1
uc008qdm.1	Prr9
uc033hvd.1	Prr9
uc008qeb.1	Sprr1b
uc033hvo.1	Sprr1b
uc029uni.1	Sprr3
uc008qec.2	Sprr3
uc033hvp.1	Sprr3
uc008qed.1	Sprr1a
uc033hvq.1	Sprr1a
uc008qee.1	Sprr4
uc008qef.2	Ivl
uc033hvr.1	Ivl
uc008qeg.2	Smcp
uc008qeh.2	Lce6a
uc033hvs.1	Lce6a
uc008qei.1	Lce1a1
uc033hvt.1	Lce1a1
uc008qej.1	Lce1b
uc033hvu.1	Lce1b
uc008qek.1	Lce1a2
uc033hvv.1	Lce1a2
uc008qem.1	Lce1d
uc033hvx.1	Lce1d
uc008qen.1	Lce1e
uc033hvy.1	Lce1e
uc008qeo.2	Lce1f
uc033hvz.1	Lce1f
uc008qep.1	Lce1g
uc033hwa.1	Lce1g
uc008qeq.1	Lce1h
uc033hwb.1	Lce1h
uc008qer.1	Lce1i
uc033hwc.1	Lce1i
uc033hwd.2	Lce1j
uc033hwe.1	Lce1j
uc029unj.1	Lce1k
uc033hwf.1	Lce1k
uc008qes.1	Kprp
uc033hwg.1	Kprp
uc008qet.1	Lce1l
uc033hwh.1	Lce1l
uc008qeu.2	2310050C09Rik
uc033hwi.1	2310050C09Rik
uc008qev.1	Lce3a
uc033hwj.1	Lce3a
uc008qez.2	Crct1
uc033hwq.1	Crct1
uc008qfa.1	Lce1m
uc033hwr.1	Lce1m
uc008qfb.1	Lce1m
uc008qfl.2	Tdpoz2
uc008qfm.2	Tdpoz1
uc033hws.1	Tdpoz1
uc012ctj.1	Tdpoz5
uc008qfq.1	Gm9125
uc033hwt.1	Gm9125
uc012ctk.1	Tdpoz5
uc008qfr.1	Gm10696
uc033hwu.1	Gm10696
uc008qfx.1	AK040387
uc008qga.1	AK008482
uc008qgc.1	1700040D17Rik
uc008qgh.4	Oaz3
uc008qgk.1	Riiad1
uc008qgr.2	Snx27
uc008qgs.2	Snx27
uc008qgt.2	Tuft1
uc008qgu.2	Tuft1
uc008qgw.1	BC021767
uc008qgy.3	Cgn
uc008qgz.4	Cgn
uc008qha.2	Cgn
uc012ctp.1	Cgn
uc008qhe.2	Psmb4
uc008qho.1	AK042619
uc033hww.1	BC052761
uc008qhp.1	Zfp687
uc008qhq.1	Zfp687
uc008qhs.2	Psmd4
uc008qhr.2	Psmd4
uc008qht.2	Psmd4
uc008qhu.2	Psmd4
uc008qhv.2	Psmd4
uc008qhy.3	Pip5k1a
uc008qhx.3	Pip5k1a
uc008qhz.2	Pip5k1a
uc012ctq.1	Scnm1
uc012ctr.1	Scnm1
uc057lga.1	Scnm1
uc033hwy.1	Mir8099-1
uc008qif.1	Tnfaip8l2
uc033hwz.1	Tnfaip8l2
uc008qin.2	Gabpb2
uc008qio.2	Gabpb2
uc008qip.2	Gabpb2
uc008qiq.2	Gabpb2
uc008qir.1	Gabpb2
uc056ztr.1	AK037768
uc008qit.2	Mllt11
uc033hxa.1	Mllt11
uc008qiw.1	Gm128
uc008qix.2	Bnipl
uc008qiy.2	Bnipl
uc008qiz.1	Prune1
uc056zts.1	AK082182
uc008qjg.2	Anxa9
uc008qjh.2	Anxa9
uc033hxb.1	Anxa9
uc008qji.3	AK144859
uc057bqj.1	AK018237
uc008qjn.2	Setdb1
uc008qjl.2	Setdb1
uc008qjm.2	Setdb1
uc008qjo.2	Setdb1
uc008qjp.2	4930558C23Rik
uc008qkn.2	Adamtsl4
uc008qkm.2	Adamtsl4
uc008qko.2	Ecm1
uc008qkp.2	Ecm1
uc012ctu.1	Ecm1
uc033hxd.1	Mir7014
uc008qkr.2	Tars2
uc012ctv.1	Tars2
uc008qkt.2	Tars2
uc008qkv.2	Tars2
uc008qks.2	Tars2
uc008qku.2	Tars2
uc008qkq.2	Tars2
uc008qkw.2	Tars2
uc008qkx.1	Rprd2
uc008qky.1	Rprd2
uc008qkz.1	Rprd2
uc008qlb.1	Rprd2
uc008qlc.1	Rprd2
uc008qld.1	Rprd2
uc008qla.1	Rprd2
uc008qle.1	Rprd2
uc008qlf.1	Prpf3
uc008qlg.2	Prpf3
uc008qlh.1	Prpf3
uc008qli.1	Mrps21
uc008qlj.1	Mrps21
uc008qlm.1	Ciart
uc008qll.1	Ciart
uc008qlo.2	BC028528
uc057lgb.1	BC028528
uc008qln.3	BC028528
uc008qls.1	Car14
uc008qlt.1	Car14
uc008qlx.3	Plekho1
uc008qly.2	Vps45
uc008qlz.1	Vps45
uc029unt.1	AK090257
uc008qmg.2	Bola1
uc033hxg.1	Bola1
uc033hxe.1	Bola1
uc033hxf.1	Bola1
uc008qmi.2	Hist2h2ac
uc008qmk.4	Hist2h3c2
uc008qml.3	Hist2h2aa2
uc008qmn.3	Hist2h4
uc008qmr.1	Fcgr1
uc008qmq.1	Fcgr1
uc008qmt.1	Gm26689
uc057lge.1	Rnu1b1
uc008qmw.1	AK135774
uc008qmv.1	AK145360
uc008qmy.1	Terc
uc008qmz.2	BC107364
uc029unu.1	BC107364
uc057lgg.1	Rnu1b6
uc008qnb.1	Gm15441
uc008qnf.3	Polr3gl
uc056ztt.1	Polr3gl
uc008qni.2	6330549D23Rik
uc056ztu.1	AK088233
uc008qny.2	Nudt17
uc008qnz.2	Nudt17
uc008qnx.2	Nudt17
uc008qoa.2	Polr3c
uc008qob.2	Polr3c
uc008qoc.2	Polr3c
uc008qod.2	Polr3c
uc008qog.2	Cd160
uc008qof.2	Cd160
uc012cud.1	Cd160
uc008qoh.1	4930442L01Rik
uc008qom.1	Gpr89
uc008qol.1	Gpr89
uc008qon.2	Gja8
uc033hyj.1	Gja8
uc008qot.2	Bcl9
uc008qou.1	KY467943
uc008qov.1	Olfr1402
uc008qow.1	Chd1l
uc008qox.1	Chd1l
uc012cug.2	Pde4dip
uc012cuf.2	Pde4dip
uc012cuh.2	Pde4dip
uc008qpg.1	Pde4dip
uc033hyn.1	Mir7225
uc008qph.2	Pde4dip
uc008qpi.2	Pde4dip
uc056ztv.1	AK031066
uc008qps.1	Phgdh
uc033hyp.2	Hsd3b4
uc008qpx.4	Hsd3b4
uc008qpw.4	Gm10681
uc012cuj.3	Gm10681
uc008qqa.4	Gm10681
uc008qpz.5	Gm10681
uc012cul.3	Gm10681
uc008qqb.1	Hsd3b5
uc008qqd.2	Hsd3b2
uc008qqc.2	Hsd3b2
uc012cup.1	Hsd3b3
uc012cuo.1	Hsd3b3
uc012cun.1	Hsd3b3
uc008qqf.2	Hsd3b3
uc008qqe.2	Hsd3b3
uc012cuq.1	Hsd3b6
uc008qqh.2	Hsd3b1
uc008qqi.2	Hsd3b1
uc008qqj.2	Hao2
uc033hyr.2	Mir6481
uc008qqn.1	AK047534
uc008qqo.2	Wdr3
uc008qqp.2	Wdr3
uc008qqu.2	Fam46c
uc033hys.1	Fam46c
uc008qqw.4	Man1a2
uc008qrb.2	Ttf2
uc008qrc.2	Ttf2
uc012cuu.1	Cd101
uc008qre.1	Ptgfrn
uc008qrf.1	Cd2
uc012cuv.1	Cd2
uc057lgh.1	KY467945
uc008qrj.2	Atp1a1
uc008qrk.2	Mab21l3
uc057lgi.1	Mab21l3
uc008qrl.3	Slc22a15
uc008qrm.3	Slc22a15
uc008qrn.2	Slc22a15
uc057bqm.1	AK148827
uc008qrs.3	Vangl1
uc012cux.2	Vangl1
uc008qrt.1	Vangl1
uc029unv.1	Tspan2os
uc008qrx.1	Tshb
uc012cva.1	Tshb
uc008qry.2	Tshb
uc012cvb.1	Tshb
uc008qrz.2	Sycp1
uc012cvc.1	Sycp1
uc008qse.1	Nr1h5
uc008qsb.2	Nr1h5
uc008qsa.2	Nr1h5
uc008qsc.1	Nr1h5
uc008qsd.1	Nr1h5
uc029unx.2	Atg4a
uc008qtf.1	Olfml3
uc008qte.1	Olfml3
uc008qti.2	Hipk1
uc008qtg.2	Hipk1
uc012cve.1	Hipk1
uc008qtj.2	Hipk1
uc008qtl.1	Dclre1b
uc008qtm.1	Dclre1b
uc008qtp.1	Dclre1b
uc056ztx.1	Dclre1b
uc008qty.2	Phtf1os
uc008qua.3	Magi3
uc012cvj.2	Magi3
uc008qub.2	Magi3
uc008quf.2	Lrig2
uc008que.2	Lrig2
uc008quh.2	Lrig2
uc012cvk.2	Lrig2
uc008qud.1	Lrig2
uc008qug.1	Lrig2
uc008quj.2	Fam19a3
uc012cvl.3	Mov10
uc008qun.4	Mov10
uc008qum.4	Mov10
uc008quo.4	Mov10
uc008qup.1	Mov10
uc008quq.2	Capza1
uc008qut.1	Wnt2b
uc012cvp.1	Cttnbp2nl
uc008quv.2	Cttnbp2nl
uc012cvn.1	Cttnbp2nl
uc012cvo.1	Cttnbp2nl
uc029uob.1	Kcnd3os
uc008quw.1	Kcnd3os
uc008qva.1	Ddx20
uc008qvb.1	Ddx20
uc008qve.2	Rap1a
uc008qvk.1	I830077J02Rik
uc008qvl.2	Atp5f1
uc008qvm.2	Atp5f1
uc008qvn.1	Atp5f1
uc008qvs.1	Pifo
uc008qvr.1	Pifo
uc057bqo.1	Chil5
uc008qvu.4	Chil5
uc012cvq.2	Chil5
uc008qvw.2	Chil3
uc008qvx.2	Chil4
uc008qvy.1	Chil6
uc008qvz.1	2010016I18Rik
uc008qwc.2	Cept1
uc012cvs.2	Cept1
uc008qwm.2	Cd53
uc008qwn.1	Olfr266
uc008qwo.1	AK038087
uc012cvu.1	Cym
uc008qwv.1	Prok1
uc008qwz.1	Rbm15
uc029uod.1	Rbm15
uc008qxa.1	Kcnc4
uc012cvv.1	AK039581
uc012cvw.2	Slc6a17
uc008qxc.1	Slc6a17
uc008qxb.1	Slc6a17
uc008qxd.1	Slc6a17
uc008qxe.1	Ubl4b
uc008qxg.2	Strip1
uc008qxh.2	Strip1
uc012cvx.1	Strip1
uc008qxj.1	Ahcyl1
uc008qxi.1	Ahcyl1
uc057bqs.1	AK076420
uc008qxk.2	Csf1
uc008qxl.2	Csf1
uc008qxm.1	Csf1
uc008qxn.1	Csf1
uc008qxr.2	4933431E20Rik
uc008qxp.2	4933431E20Rik
uc008qxq.2	4933431E20Rik
uc008qxt.1	Gstm7
uc008qxu.1	Gstm6
uc012cvy.1	Gstm6
uc008qxv.2	Gstm3
uc008qxw.1	Gstm2
uc008qxx.2	Gstm1
uc012cvz.1	Gstm4
uc008qxy.2	Gstm4
uc008qya.2	Ampd2
uc012cwa.2	Ampd2
uc008qxz.2	Ampd2
uc057lgj.1	Ampd2
uc008qyd.2	Gnai3
uc008qyf.2	Gpr61
uc033hzd.1	Gpr61
uc008qye.2	Gpr61
uc008qyk.1	Cyb561d1
uc008qyj.1	Cyb561d1
uc008qyi.1	Cyb561d1
uc012cwc.1	Cyb561d1
uc008qyl.2	Atxn7l2
uc008qym.2	Atxn7l2
uc008qyn.1	Sypl2
uc008qyo.1	Sypl2
uc008qyp.1	AK005839
uc008qyu.1	Gm12522
uc008qyx.1	Celsr2
uc008qyy.1	Celsr2
uc008qyz.2	Celsr2
uc008qza.2	Sars
uc008qzb.2	Sars
uc008qzc.2	Sars
uc008qzd.1	5330417C22Rik
uc057lgk.1	5330417C22Rik
uc012cwd.1	Scarna2
uc008qzg.2	Tmem167b
uc008qzf.2	Tmem167b
uc008qzo.2	Gpsm2
uc008qzr.3	Stxbp3
uc012cwf.1	Stxbp3
uc008qzs.1	Stxbp3
uc008qzt.3	Stxbp3
uc008qzv.2	Fndc7
uc012cwg.1	Fndc7
uc008qzw.1	Fndc7
uc008qzu.2	Fndc7
uc008qzx.1	Prpf38b
uc008qzy.1	Prpf38b
uc008rac.2	Fam102b
uc008rak.2	Ntng1
uc008ral.2	Ntng1
uc008rao.2	Ntng1
uc008raj.2	Ntng1
uc008ram.2	Ntng1
uc008rar.2	Ntng1
uc008ran.2	Ntng1
uc008rai.2	Ntng1
uc008raq.1	Ntng1
uc008rap.1	Ntng1
uc008ras.1	AK053689
uc008rat.3	Prmt6
uc008rau.2	Prmt6
uc008rav.2	Amy2b
uc012cwi.1	Amy2b
uc008raw.2	Amy2a5
uc012cwj.1	Amy2a5
uc008rax.2	Amy2a4
uc012cwk.1	Amy2a4
uc008ray.2	Amy2a4
uc012cwl.1	Amy2a4
uc008raz.2	Amy2a4
uc012cwm.1	Amy2a4
uc008rbd.1	Rnpc3
uc008rbf.1	Rnpc3
uc008rbe.1	Rnpc3
uc008rbb.2	Amy1
uc008rba.2	Amy1
uc008rbg.1	Rnpc3
uc008rbh.1	Rnpc3
uc008rbc.1	Amy1
uc008rbl.1	AK132829
uc008rbo.2	S1pr1
uc033hzh.1	S1pr1
uc012cwo.2	A930005H10Rik
uc008rbq.3	A930005H10Rik
uc012cwp.1	A930005H10Rik
uc008rbp.3	A930005H10Rik
uc008rbt.2	Slc30a7
uc008rbx.1	Vcam1
uc008rby.2	Vcam1
uc008rbz.2	Gpr88
uc033hzi.1	Gpr88
uc008rca.1	Cdc14a
uc012cwq.1	Cdc14a
uc008rcb.1	Cdc14a
uc057bqu.1	AK050885
uc008rcd.3	Rtca
uc008rcf.1	Rtca
uc008rce.4	BC051062
uc008rcc.1	BC051062
uc008rck.1	Trmt13
uc008rcj.1	Trmt13
uc008rcl.1	Trmt13
uc008rco.3	Mfsd14a
uc008rcp.1	Slc35a3
uc012cwt.1	Slc35a3
uc029uoh.1	AK153354
uc008rcq.1	Agl
uc012cwu.1	Agl
uc008rcs.1	Agl
uc008rcr.1	Agl
uc008rct.1	Agl
uc008rcu.1	Agl
uc008rcx.1	Palmd
uc008rcy.1	Palmd
uc029uok.1	1700061I17Rik
uc008rcz.3	Plppr4
uc012cww.3	Plppr4
uc008rdc.2	Snx7
uc008rdd.2	Snx7
uc008rdk.2	Ptbp2
uc008rdj.3	Ptbp2
uc008rdl.2	Ptbp2
uc008rdi.2	Ptbp2
uc008rdm.2	Ptbp2
uc057lgm.1	6530403H02Rik
uc008rdn.2	6530403H02Rik
uc008rdo.3	Rwdd3
uc008rdp.3	Rwdd3
uc008rdr.2	Rwdd3
uc008rdq.2	Rwdd3
uc008rdw.2	Tmem56
uc008rdt.1	Tmem56
uc008rdv.2	Tmem56
uc008rdu.2	Tmem56
uc008rdz.2	Slc44a3
uc008reb.3	A730020M07Rik
uc008rec.2	A730020M07Rik
uc008reg.1	Abcd3
uc012cwz.1	Mir760
uc008res.3	Fnbp1l
uc008rer.3	Fnbp1l
uc033hzk.1	Mir7657
uc008rev.1	4930447N08Rik
uc029uom.1	4933405D12Rik
uc008rez.1	Usp53
uc008rfa.1	Usp53
uc008rfb.1	Usp53
uc008rfc.1	Usp53
uc008rfd.1	Usp53
uc008rfe.2	Myoz2
uc008rff.2	Myoz2
uc012cxa.1	Synpo2
uc008rfi.2	Mettl14
uc008rfj.2	Mettl14
uc008rfk.2	Mettl14
uc012cxc.1	Snhg8
uc008rfm.1	BC096391
uc008rfn.1	BC025067
uc008rfq.1	Ndst3
uc008rfp.1	Ndst3
uc008rfo.1	Ndst3
uc056zuf.1	AK082654
uc012cxd.1	1700006A11Rik
uc012cxe.1	1700006A11Rik
uc029uon.1	DQ704727
uc012cxf.1	1700003H04Rik
uc008rft.1	1700003H04Rik
uc008rfu.1	1700003H04Rik
uc029uoo.1	AB345581
uc008rfz.1	Ugt8a
uc008rfy.1	Ugt8a
uc008rga.1	Ugt8a
uc008rgb.1	Ugt8a
uc008rgd.1	AK138660
uc008rgq.1	AK041310
uc008rgx.2	Ank2
uc008rgt.2	Ank2
uc008rgu.1	Ank2
uc008rgw.1	Ank2
uc008rgy.2	Ank2
uc012cxg.2	Ank2
uc008rha.2	Ank2
uc008rgz.1	Ank2
uc008rhb.1	Ank2
uc008rhd.1	Larp7
uc012cxm.1	Alpk1
uc008rhj.2	Alpk1
uc008rhl.1	Alpk1
uc008rhp.2	Ap1ar
uc057lgp.1	Ap1ar
uc008rhr.2	Fam241a
uc012cxn.1	Fam241a
uc008rht.2	D030025E07Rik
uc008rhy.1	Enpep
uc008rhz.1	Enpep
uc008rih.3	Egf
uc008rig.3	Egf
uc012cxq.2	Egf
uc008rii.1	Egf
uc008rij.2	Egf
uc033hzp.1	Lrit3
uc008ril.1	Rrh
uc012cxr.1	Rrh
uc012cxs.1	Rrh
uc008rim.2	Gar1
uc008rir.2	Mcub
uc008ris.3	Mcub
uc008rit.1	Sec24b
uc008riu.4	Sec24b
uc056zui.1	U66835
uc008rjc.2	Ostc
uc008rjd.2	Rpl34
uc008rje.3	Rpl34
uc033hzx.1	Rpl34
uc008rjh.2	BC051212
uc008rjl.3	Hadh
uc008rjm.2	Hadh
uc056zuj.1	AK050736
uc008rjn.1	Cyp2u1
uc008rjp.1	Cyp2u1
uc008rjo.1	Cyp2u1
uc008rjq.3	Sgms2
uc008rjx.1	Aimp1
uc008rkb.1	Gm29811
uc033hzz.1	Gm29811
uc008rke.3	Npnt
uc008rkc.3	Npnt
uc008rkf.3	Npnt
uc029uos.2	Npnt
uc008rkd.3	Npnt
uc008rkg.2	Gstcd
uc008rkh.2	Gstcd
uc012cxx.1	Gstcd
uc008rki.1	Gstcd
uc008rkk.1	AK052594
uc008rkl.2	Arhgef38
uc008rkq.2	Tet2
uc057lgr.1	Tet2
uc012cxz.1	Tet2
uc012cxy.1	Tet2
uc008rkp.2	Tet2
uc008rko.2	Tet2
uc012cya.1	Mir1895
uc008rks.1	AK034519
uc008rkt.1	AK136882
uc029uot.1	4930539C22Rik
uc008rlk.2	Cisd2
uc008rll.1	Cisd2
uc012cyc.3	4930539J05Rik
uc008rlx.1	Nfkb1
uc012cyg.1	Nfkb1
uc008rlw.1	Nfkb1
uc012cyf.1	Nfkb1
uc008rly.1	Nfkb1
uc012cye.1	Nfkb1
uc029uou.1	4933401H06Rik
uc008rmd.3	Bank1
uc012cyj.3	Bank1
